item,embedding
chaps,0.6718136668205261 0.03523779660463333 0.37910860776901245 1.5597864389419556 0.05176503211259842 0.06640861183404922 0.28426626324653625 0.2428058683872223 0.7148998379707336 0.5632807612419128 0.07681824266910553 0.821179211139679 0.08836373686790466 0.2727838456630707 0.04840290546417236 0.07670958340167999 0.08181100338697433 0.05690256133675575 0.09768812358379364 0.08000011742115021 0.016233384609222412 0.0045746928080916405 0.006396023090928793 0.01119020115584135 0.015051376074552536 0.08659178018569946 1.1248812675476074 0.020942891016602516 0.003030817722901702 0.006671655923128128 0.19245390594005585 0.024921702221035957 0.004565034061670303 0.01916150189936161 0.04880976304411888 0.06599204987287521 0.6664238572120667 0.03836171329021454 0.04776465892791748 0.009311679750680923 0.019523559138178825 0.026771850883960724 0.026744315400719643 0.05214400216937065 0.05226627737283707 0.0027493590023368597 0.02494342066347599 0.09490929543972015 0.018959244713187218
charcoal,0.749896764755249 1.0051825046539307 0.19905956089496613 0.19213202595710754 0.023538142442703247 0.022933756932616234 0.9683151841163635 0.12715120613574982 0.10979939997196198 0.012853961437940598 0.012638533487915993 0.03092113323509693 0.022998210042715073 0.006838104221969843 0.031923744827508926 0.017233245074748993 0.6953989863395691 0.011348099447786808 0.05489231273531914 0.08345519751310349 0.19270320236682892 1.215162754058838 0.05511824041604996 0.041875146329402924 0.025689786300063133 0.27388960123062134 0.0799344852566719 0.014430774375796318 0.025850849226117134 0.04249289259314537 0.004982825368642807 0.020705455914139748 0.009389232844114304 0.010461271740496159 0.011476497165858746 0.01895458996295929 0.015512424521148205 0.4370850920677185 0.49230024218559265 1.706863522529602 0.006878445856273174 0.010640180669724941 0.03349950537085533 0.00943214911967516 0.018140746280550957 0.03145303949713707 0.015192887745797634 0.0049075474962592125 0.027333689853549004
charger,1.0828087329864502 0.012834634631872177 0.006336783524602652 0.06371312588453293 0.3097595274448395 0.007894337177276611 0.01935456693172455 0.27497950196266174 0.014682252891361713 0.030203882604837418 0.06297788769006729 0.019157126545906067 1.5572923421859741 0.16880986094474792 0.011403363198041916 0.22879467904567719 0.2705671787261963 0.46350547671318054 0.06437583267688751 0.32384055852890015 0.04911014065146446 0.003341387026011944 0.3011140525341034 0.013706447556614876 0.17438429594039917 0.2532968521118164 0.025841208174824715 0.19638146460056305 0.03297053650021553 0.017074817791581154 0.0001672470971243456 0.06952697783708572 0.00530857453122735 0.045317988842725754 0.002986601088196039 1.3000043630599976 0.02252134121954441 0.005758347455412149 0.10323397815227509 0.02916387841105461 0.02056162990629673 0.16579852998256683 0.025775032117962837 0.2734241187572479 0.009796598926186562 0.09726792573928833 0.005133823957294226 0.009563912637531757 0.04006929695606232
chariot,0.7365100979804993 0.05951901897788048 0.8688051700592041 0.04978615790605545 0.031830936670303345 0.009259918704628944 0.06649938970804214 1.5677944421768188 0.4839787483215332 0.7764273285865784 0.37760382890701294 0.9034067988395691 0.041919782757759094 0.413887083530426 0.11861350387334824 0.04650501161813736 0.0514557808637619 0.0700279176235199 0.1275603026151657 0.029325559735298157 0.029067518189549446 0.023096976801753044 0.9120951294898987 0.012320100329816341 0.02705814503133297 0.00724973576143384 0.1371908336877823 0.0728340595960617 0.1565583348274231 0.04178915545344353 0.04270074889063835 0.03782851621508598 0.005432975944131613 0.022522132843732834 0.027000010013580322 0.4418484568595886 0.015597157180309296 0.01720961183309555 0.018262257799506187 0.10147440433502197 0.01955880969762802 0.04839686304330826 0.8836053609848022 0.1409701704978943 0.03485206142067909 0.04479897767305374 0.018148768693208694 0.025090377777814865 0.016127238050103188
checkbook,0.8051091432571411 0.004999389871954918 0.0033757195342332125 0.37078478932380676 0.5241981744766235 0.008323676884174347 0.03786888346076012 0.07184777408838272 0.4728867709636688 0.029132908210158348 0.3423946797847748 0.01625838316977024 0.677288293838501 0.29702872037887573 0.043289314955472946 0.038673073053359985 0.031028272584080696 1.3457252979278564 0.08580463379621506 0.048871930688619614 0.0020069582387804985 0.014750790782272816 0.10390293598175049 0.5387976765632629 0.01079045794904232 0.23586873710155487 0.016091257333755493 0.05817778781056404 0.01732008531689644 0.01252182386815548 0.053681086748838425 0.015439683571457863 0.09163690358400345 0.4615289270877838 0.004730709362775087 0.051196806132793427 0.06564883887767792 0.046329040080308914 0.022878779098391533 0.013485468924045563 0.04016583412885666 0.009352249093353748 0.03608942776918411 0.05375930294394493 0.26076391339302063 0.006141058634966612 0.02699657902121544 0.3806273639202118 0.005299873650074005
checkers,0.45821982622146606 0.2964774966239929 0.015097314491868019 0.41765066981315613 0.6781604886054993 0.04618128016591072 0.03181184083223343 0.06701637804508209 0.18118569254875183 0.003788434900343418 0.7318434119224548 0.7202237248420715 0.4780444800853729 0.6607147455215454 0.5520257353782654 0.31705647706985474 0.9270933866500854 0.7181389331817627 0.047908201813697815 0.1449810415506363 0.011903617531061172 0.2906731367111206 0.48788660764694214 0.02515881136059761 0.0186349805444479 0.20469488203525543 0.043781887739896774 0.31330013275146484 0.03390601649880409 0.12736959755420685 0.011466656811535358 0.40892383456230164 0.014505984261631966 0.032637566328048706 0.027235040441155434 0.10429218411445618 0.020972026512026787 0.014689495787024498 0.006319772452116013 0.015615697018802166 0.010105732828378677 0.09624588489532471 0.013721472583711147 0.010880260728299618 0.036272045224905014 0.01864551566541195 0.16837893426418304 0.2421143501996994 0.03853077441453934
cheese,0.1779555082321167 1.8687992095947266 0.14052045345306396 0.06669360399246216 0.05048588663339615 0.042865414172410965 0.20348383486270905 0.03277363255620003 0.01594928652048111 0.0768069475889206 0.11546104401350021 0.09662924706935883 0.0006215090397745371 0.0048934523947536945 0.09997507929801941 0.02102358639240265 1.076069712638855 0.40030723810195923 0.21615977585315704 0.024680236354470253 0.028192289173603058 0.04205714911222458 0.0804414376616478 0.07033335417509079 0.15416772663593292 0.0476250946521759 0.014839121140539646 0.014364288188517094 0.0239399541169405 0.037334613502025604 0.04384993016719818 0.061255019158124924 0.11130847036838531 0.04015124589204788 0.2609916627407074 0.03996941074728966 0.027001190930604935 0.032545994967222214 0.015376781113445759 0.004573947284370661 0.036041148006916046 0.018339846283197403 0.13056737184524536 0.015073936432600021 0.049136824905872345 0.0662202537059784 0.01878894865512848 0.024435771629214287 0.016727019101381302
cheeseburger,0.003946034703403711 2.2883694171905518 0.3907821476459503 0.016225924715399742 0.012075553648173809 0.003363239113241434 0.026459798216819763 0.03701700270175934 0.014497731812298298 0.016193879768252373 0.013184490613639355 0.04414888471364975 0.009379575029015541 0.04961831122636795 0.30739837884902954 0.0382026731967926 0.027688877657055855 0.006769494619220495 0.004014172125607729 0.002475361805409193 0.005516763310879469 0.0159426499158144 0.02423173189163208 0.014360158704221249 0.028946174308657646 0.004237349610775709 0.015259590931236744 0.009223353117704391 0.010500270873308182 0.04722869396209717 0.007525847293436527 0.0020755776204168797 0.024737585335969925 0.01658247597515583 0.01267316099256277 0.004742718767374754 0.01889365166425705 0.014839914627373219 0.011353793554008007 0.014332237653434277 0.04399442672729492 0.0075782728381454945 0.002046921057626605 0.01752827689051628 0.0018818696262314916 0.04063349589705467 0.02206282876431942 0.03877415880560875 0.043889760971069336
cheesecake,0.041646674275398254 2.2988944053649902 0.0485059879720211 0.04392179101705551 0.2367030531167984 0.014689804054796696 0.08036157488822937 0.009946281090378761 0.06365577131509781 0.09605749696493149 0.024996398016810417 0.06525712460279465 0.007594674360007048 0.028027955442667007 0.02517758309841156 0.050193991512060165 0.03530270233750343 0.04006117954850197 0.2654971480369568 0.07554809004068375 0.04344670847058296 0.040511246770620346 0.0178242027759552 0.04165489599108696 0.03317706659436226 0.01580599509179592 0.00045082319411449134 0.013217947445809841 0.007107359357178211 0.01244948897510767 0.025194711983203888 0.021322621032595634 0.11621717363595963 0.662129282951355 0.1996103823184967 0.03582480922341347 0.07916997373104095 0.11373510211706161 0.006749972701072693 0.05307843163609505 0.04799461364746094 0.029554078355431557 0.03909657895565033 0.007929401472210884 0.011622549034655094 0.017906567081809044 0.021284999325871468 0.04461159557104111 0.12229825556278229
cheetah,0.006484538782387972 0.08358621597290039 2.3405601978302 0.028710078448057175 0.013557708822190762 0.20594832301139832 0.031357016414403915 0.08145816624164581 0.01774691231548786 0.43089231848716736 0.01802312582731247 0.0629589706659317 0.016526462510228157 0.07137937843799591 0.019870933145284653 0.019787656143307686 0.031700942665338516 0.016307266429066658 0.003962024115025997 0.018178177997469902 0.08520978689193726 0.017643481492996216 0.0468868687748909 0.050345469266176224 0.01879909820854664 0.008975809440016747 0.05422590300440788 0.02829088270664215 0.008105751127004623 0.06614600867033005 0.017321793362498283 0.1687004417181015 0.05137557163834572 0.0025100032798945904 0.0594828762114048 0.0342421717941761 0.04219847545027733 0.015560122206807137 0.015659276396036148 0.037583984434604645 0.015022455714643002 0.005419335328042507 0.05064031109213829 0.017296306788921356 0.05134337767958641 0.062359075993299484 0.05656459927558899 0.038510117679834366 0.01693088747560978
cherry,0.005879233591258526 1.7496261596679688 0.5512686967849731 0.10249500721693039 0.0178395826369524 0.9828479290008545 0.006196675356477499 0.002770832972601056 0.025297321379184723 0.07046478241682053 0.3881995379924774 0.08843829482793808 0.14886540174484253 0.04634331166744232 0.05034492909908295 0.00673080887645483 0.0024248945992439985 0.028889156877994537 0.17468680441379547 0.014672160148620605 0.024109596386551857 0.006678293459117413 1.1428749561309814 0.09629553556442261 0.03173815459012985 0.1161663830280304 0.001346824923530221 0.00035874114837497473 0.009015150368213654 1.1367429494857788 0.026202987879514694 0.026263527572155 0.031780898571014404 0.02107429876923561 0.008156195282936096 0.04551006481051445 0.013307729735970497 0.008001439273357391 0.0067709400318562984 0.004864835646003485 0.0829707458615303 0.016183163970708847 0.010784966871142387 0.0010037607280537486 0.02322513796389103 0.023066364228725433 0.007872581481933594 0.025002166628837585 0.005000261124223471
chess piece,0.7271624803543091 0.1840302050113678 0.2943449318408966 0.02968970313668251 0.13238941133022308 0.008898783475160599 0.03832569718360901 0.059267982840538025 1.2682790756225586 0.09140048921108246 0.24326835572719574 1.1955095529556274 0.15296490490436554 0.7136932611465454 0.041801027953624725 0.005716759245842695 0.9896253943443298 0.311200886964798 0.1437654197216034 0.13737870752811432 0.009877198375761509 0.010114764794707298 0.023762427270412445 0.0037814918905496597 0.02124948240816593 0.40925341844558716 0.006916556973010302 0.3533557653427124 0.00669644121080637 0.1845981329679489 0.007383298594504595 0.04991436377167702 0.09834893047809601 0.03557855263352394 0.0018345603020861745 0.022837460041046143 0.04173244908452034 0.07340686768293381 0.013216312043368816 0.04780484735965729 0.03121921233832836 0.014413442462682724 0.02020251378417015 0.009161167778074741 0.0926407054066658 0.05116379261016846 0.021891092881560326 0.06394840776920319 0.01804286800324917
chessboard,0.735920250415802 0.16527386009693146 0.01794668845832348 0.1594889909029007 0.9076268076896667 0.0038384809158742428 0.04251696169376373 0.03426773101091385 0.22540433704853058 0.02913796715438366 0.37488117814064026 0.6795690059661865 0.48918798565864563 0.9323810338973999 0.004992309492081404 0.04909771308302879 0.5962420105934143 0.5959450602531433 0.08341072499752045 0.02486344799399376 0.027281569316983223 0.09878385812044144 0.021437913179397583 0.10255105048418045 0.043329764157533646 0.03765631839632988 0.009155442006886005 0.22921115159988403 0.033119041472673416 0.0796583890914917 0.026948757469654083 1.1270129680633545 0.09116274863481522 0.15860997140407562 0.016356253996491432 0.012598772533237934 0.015907786786556244 0.011112685315310955 0.014274143613874912 0.03768159821629524 0.051783204078674316 0.002575247548520565 0.09982255101203918 0.06139937415719032 0.1272876262664795 0.009497255086898804 0.4107244312763214 0.09955812245607376 0.03757062181830406
chest,0.09198613464832306 0.26014795899391174 0.8228284120559692 0.5469054579734802 0.060827698558568954 0.009645218029618263 0.013921640813350677 0.009296955540776253 0.013417994603514671 2.0714144706726074 0.012949416413903236 0.03808226063847542 0.04644368216395378 0.46874716877937317 0.0681491494178772 0.031642574816942215 0.014196688309311867 0.009861608035862446 0.07468457520008087 0.03384624421596527 0.03691079095005989 0.02024257183074951 0.01831211894750595 0.01711376942694187 0.06874227523803711 0.01995212957262993 0.13934671878814697 0.07783003896474838 0.011292078532278538 0.047342341393232346 0.03094550594687462 0.027010994032025337 0.07778289169073105 0.041499242186546326 0.04535789415240288 0.013517893850803375 0.4019922614097595 0.017332127317786217 0.362928181886673 0.045356135815382004 0.29246029257774353 0.020067140460014343 0.009570919908583164 0.02637678198516369 0.00264539010822773 0.013293844647705555 0.024074718356132507 0.009563566185534 0.029973452910780907
